,Unnamed: 0,nature,type,id,description,cwe_counts,cwe_id,repos
60,60,MemberOf,view,1350,Weaknesses in the 2020 CWE Top 25 Most Dangerous Software Weaknesses,4,20,"['lightly', 'ViZDoom', 'numpy', 'feast', 'langflow', 'mlflow', 'open-webui', 'retro', 'mindsdb', 'pydantic', 'nalp', 'danswerai', 'rasa', 'pattern', 'superset', 'bokeh', 'Auto_ViML', 'fastapi', 'spammy', 'ray', 'PySyft', 'pytensor', 'pytorch', 'gradio', 'streamlit', 'transformers', 'DIGITS', 'AutoViz']"
61,61,MemberOf,category,1382,ICS Operations (& Maintenance): Emerging Energy Technologies,4,20,"['lightly', 'ViZDoom', 'numpy', 'feast', 'langflow', 'mlflow', 'open-webui', 'retro', 'mindsdb', 'pydantic', 'nalp', 'danswerai', 'rasa', 'pattern', 'superset', 'bokeh', 'Auto_ViML', 'fastapi', 'spammy', 'ray', 'PySyft', 'pytensor', 'pytorch', 'gradio', 'streamlit', 'transformers', 'DIGITS', 'AutoViz']"
62,62,MemberOf,view,1387,Weaknesses in the 2022 CWE Top 25 Most Dangerous Software Weaknesses,4,20,"['lightly', 'ViZDoom', 'numpy', 'feast', 'langflow', 'mlflow', 'open-webui', 'retro', 'mindsdb', 'pydantic', 'nalp', 'danswerai', 'rasa', 'pattern', 'superset', 'bokeh', 'Auto_ViML', 'fastapi', 'spammy', 'ray', 'PySyft', 'pytensor', 'pytorch', 'gradio', 'streamlit', 'transformers', 'DIGITS', 'AutoViz']"
63,63,MemberOf,category,1406,Comprehensive Categorization: Improper Input Validation,4,20,"['lightly', 'ViZDoom', 'numpy', 'feast', 'langflow', 'mlflow', 'open-webui', 'retro', 'mindsdb', 'pydantic', 'nalp', 'danswerai', 'rasa', 'pattern', 'superset', 'bokeh', 'Auto_ViML', 'fastapi', 'spammy', 'ray', 'PySyft', 'pytensor', 'pytorch', 'gradio', 'streamlit', 'transformers', 'DIGITS', 'AutoViz']"
64,64,MemberOf,view,1425,Weaknesses in the 2023 CWE Top 25 Most Dangerous Software Weaknesses,4,20,"['lightly', 'ViZDoom', 'numpy', 'feast', 'langflow', 'mlflow', 'open-webui', 'retro', 'mindsdb', 'pydantic', 'nalp', 'danswerai', 'rasa', 'pattern', 'superset', 'bokeh', 'Auto_ViML', 'fastapi', 'spammy', 'ray', 'PySyft', 'pytensor', 'pytorch', 'gradio', 'streamlit', 'transformers', 'DIGITS', 'AutoViz']"
65,65,MemberOf,view,1430,Weaknesses in the 2024 CWE Top 25 Most Dangerous Software Weaknesses,4,20,"['lightly', 'ViZDoom', 'numpy', 'feast', 'langflow', 'mlflow', 'open-webui', 'retro', 'mindsdb', 'pydantic', 'nalp', 'danswerai', 'rasa', 'pattern', 'superset', 'bokeh', 'Auto_ViML', 'fastapi', 'spammy', 'ray', 'PySyft', 'pytensor', 'pytorch', 'gradio', 'streamlit', 'transformers', 'DIGITS', 'AutoViz']"
66,66,MemberOf,view,1435,Weaknesses in the 2025 CWE Top 25 Most Dangerous Software Weaknesses,4,20,"['lightly', 'ViZDoom', 'numpy', 'feast', 'langflow', 'mlflow', 'open-webui', 'retro', 'mindsdb', 'pydantic', 'nalp', 'danswerai', 'rasa', 'pattern', 'superset', 'bokeh', 'Auto_ViML', 'fastapi', 'spammy', 'ray', 'PySyft', 'pytensor', 'pytorch', 'gradio', 'streamlit', 'transformers', 'DIGITS', 'AutoViz']"
67,67,MemberOf,category,1440,OWASP Top Ten 2025 Category A05:2025 - Injection,4,20,"['lightly', 'ViZDoom', 'numpy', 'feast', 'langflow', 'mlflow', 'open-webui', 'retro', 'mindsdb', 'pydantic', 'nalp', 'danswerai', 'rasa', 'pattern', 'superset', 'bokeh', 'Auto_ViML', 'fastapi', 'spammy', 'ray', 'PySyft', 'pytensor', 'pytorch', 'gradio', 'streamlit', 'transformers', 'DIGITS', 'AutoViz']"
68,68,Self,class,20,,4,20,"['lightly', 'ViZDoom', 'numpy', 'feast', 'langflow', 'mlflow', 'open-webui', 'retro', 'mindsdb', 'pydantic', 'nalp', 'danswerai', 'rasa', 'pattern', 'superset', 'bokeh', 'Auto_ViML', 'fastapi', 'spammy', 'ray', 'PySyft', 'pytensor', 'pytorch', 'gradio', 'streamlit', 'transformers', 'DIGITS', 'AutoViz']"
69,0,ChildOf,pillar,707,Improper Neutralization,34,20,"['lightly', 'ViZDoom', 'numpy', 'feast', 'langflow', 'mlflow', 'open-webui', 'retro', 'mindsdb', 'pydantic', 'nalp', 'danswerai', 'rasa', 'pattern', 'superset', 'bokeh', 'Auto_ViML', 'fastapi', 'spammy', 'ray', 'PySyft', 'pytensor', 'pytorch', 'gradio', 'streamlit', 'transformers', 'DIGITS', 'AutoViz']"
70,1,ParentOf,base,179,Incorrect Behavior Order: Early Validation,34,20,"['lightly', 'ViZDoom', 'numpy', 'feast', 'langflow', 'mlflow', 'open-webui', 'retro', 'mindsdb', 'pydantic', 'nalp', 'danswerai', 'rasa', 'pattern', 'superset', 'bokeh', 'Auto_ViML', 'fastapi', 'spammy', 'ray', 'PySyft', 'pytensor', 'pytorch', 'gradio', 'streamlit', 'transformers', 'DIGITS', 'AutoViz']"
71,2,ParentOf,variant,622,Improper Validation of Function Hook Arguments,34,20,"['lightly', 'ViZDoom', 'numpy', 'feast', 'langflow', 'mlflow', 'open-webui', 'retro', 'mindsdb', 'pydantic', 'nalp', 'danswerai', 'rasa', 'pattern', 'superset', 'bokeh', 'Auto_ViML', 'fastapi', 'spammy', 'ray', 'PySyft', 'pytensor', 'pytorch', 'gradio', 'streamlit', 'transformers', 'DIGITS', 'AutoViz']"
72,3,ParentOf,base,1173,Improper Use of Validation Framework,34,20,"['lightly', 'ViZDoom', 'numpy', 'feast', 'langflow', 'mlflow', 'open-webui', 'retro', 'mindsdb', 'pydantic', 'nalp', 'danswerai', 'rasa', 'pattern', 'superset', 'bokeh', 'Auto_ViML', 'fastapi', 'spammy', 'ray', 'PySyft', 'pytensor', 'pytorch', 'gradio', 'streamlit', 'transformers', 'DIGITS', 'AutoViz']"
73,4,ParentOf,base,1284,Improper Validation of Specified Quantity in Input,34,20,"['lightly', 'ViZDoom', 'numpy', 'feast', 'langflow', 'mlflow', 'open-webui', 'retro', 'mindsdb', 'pydantic', 'nalp', 'danswerai', 'rasa', 'pattern', 'superset', 'bokeh', 'Auto_ViML', 'fastapi', 'spammy', 'ray', 'PySyft', 'pytensor', 'pytorch', 'gradio', 'streamlit', 'transformers', 'DIGITS', 'AutoViz']"
74,5,ParentOf,base,1285,"Improper Validation of Specified Index, Position, or Offset in Input",34,20,"['lightly', 'ViZDoom', 'numpy', 'feast', 'langflow', 'mlflow', 'open-webui', 'retro', 'mindsdb', 'pydantic', 'nalp', 'danswerai', 'rasa', 'pattern', 'superset', 'bokeh', 'Auto_ViML', 'fastapi', 'spammy', 'ray', 'PySyft', 'pytensor', 'pytorch', 'gradio', 'streamlit', 'transformers', 'DIGITS', 'AutoViz']"
75,6,ParentOf,base,1286,Improper Validation of Syntactic Correctness of Input,34,20,"['lightly', 'ViZDoom', 'numpy', 'feast', 'langflow', 'mlflow', 'open-webui', 'retro', 'mindsdb', 'pydantic', 'nalp', 'danswerai', 'rasa', 'pattern', 'superset', 'bokeh', 'Auto_ViML', 'fastapi', 'spammy', 'ray', 'PySyft', 'pytensor', 'pytorch', 'gradio', 'streamlit', 'transformers', 'DIGITS', 'AutoViz']"
76,7,ParentOf,base,1287,Improper Validation of Specified Type of Input,34,20,"['lightly', 'ViZDoom', 'numpy', 'feast', 'langflow', 'mlflow', 'open-webui', 'retro', 'mindsdb', 'pydantic', 'nalp', 'danswerai', 'rasa', 'pattern', 'superset', 'bokeh', 'Auto_ViML', 'fastapi', 'spammy', 'ray', 'PySyft', 'pytensor', 'pytorch', 'gradio', 'streamlit', 'transformers', 'DIGITS', 'AutoViz']"
77,8,ParentOf,base,1288,Improper Validation of Consistency within Input,34,20,"['lightly', 'ViZDoom', 'numpy', 'feast', 'langflow', 'mlflow', 'open-webui', 'retro', 'mindsdb', 'pydantic', 'nalp', 'danswerai', 'rasa', 'pattern', 'superset', 'bokeh', 'Auto_ViML', 'fastapi', 'spammy', 'ray', 'PySyft', 'pytensor', 'pytorch', 'gradio', 'streamlit', 'transformers', 'DIGITS', 'AutoViz']"
78,9,ParentOf,base,1289,Improper Validation of Unsafe Equivalence in Input,34,20,"['lightly', 'ViZDoom', 'numpy', 'feast', 'langflow', 'mlflow', 'open-webui', 'retro', 'mindsdb', 'pydantic', 'nalp', 'danswerai', 'rasa', 'pattern', 'superset', 'bokeh', 'Auto_ViML', 'fastapi', 'spammy', 'ray', 'PySyft', 'pytensor', 'pytorch', 'gradio', 'streamlit', 'transformers', 'DIGITS', 'AutoViz']"
79,10,PeerOf,class,345,Insufficient Verification of Data Authenticity,34,20,"['lightly', 'ViZDoom', 'numpy', 'feast', 'langflow', 'mlflow', 'open-webui', 'retro', 'mindsdb', 'pydantic', 'nalp', 'danswerai', 'rasa', 'pattern', 'superset', 'bokeh', 'Auto_ViML', 'fastapi', 'spammy', 'ray', 'PySyft', 'pytensor', 'pytorch', 'gradio', 'streamlit', 'transformers', 'DIGITS', 'AutoViz']"
80,11,CanPrecede,base,22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),34,20,"['lightly', 'ViZDoom', 'numpy', 'feast', 'langflow', 'mlflow', 'open-webui', 'retro', 'mindsdb', 'pydantic', 'nalp', 'danswerai', 'rasa', 'pattern', 'superset', 'bokeh', 'Auto_ViML', 'fastapi', 'spammy', 'ray', 'PySyft', 'pytensor', 'pytorch', 'gradio', 'streamlit', 'transformers', 'DIGITS', 'AutoViz']"
81,12,CanPrecede,base,41,Improper Resolution of Path Equivalence,34,20,"['lightly', 'ViZDoom', 'numpy', 'feast', 'langflow', 'mlflow', 'open-webui', 'retro', 'mindsdb', 'pydantic', 'nalp', 'danswerai', 'rasa', 'pattern', 'superset', 'bokeh', 'Auto_ViML', 'fastapi', 'spammy', 'ray', 'PySyft', 'pytensor', 'pytorch', 'gradio', 'streamlit', 'transformers', 'DIGITS', 'AutoViz']"
82,13,CanPrecede,class,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),34,20,"['lightly', 'ViZDoom', 'numpy', 'feast', 'langflow', 'mlflow', 'open-webui', 'retro', 'mindsdb', 'pydantic', 'nalp', 'danswerai', 'rasa', 'pattern', 'superset', 'bokeh', 'Auto_ViML', 'fastapi', 'spammy', 'ray', 'PySyft', 'pytensor', 'pytorch', 'gradio', 'streamlit', 'transformers', 'DIGITS', 'AutoViz']"
83,14,CanPrecede,class,119,Improper Restriction of Operations within the Bounds of a Memory Buffer,34,20,"['lightly', 'ViZDoom', 'numpy', 'feast', 'langflow', 'mlflow', 'open-webui', 'retro', 'mindsdb', 'pydantic', 'nalp', 'danswerai', 'rasa', 'pattern', 'superset', 'bokeh', 'Auto_ViML', 'fastapi', 'spammy', 'ray', 'PySyft', 'pytensor', 'pytorch', 'gradio', 'streamlit', 'transformers', 'DIGITS', 'AutoViz']"
84,15,CanPrecede,base,770,Allocation of Resources Without Limits or Throttling,34,20,"['lightly', 'ViZDoom', 'numpy', 'feast', 'langflow', 'mlflow', 'open-webui', 'retro', 'mindsdb', 'pydantic', 'nalp', 'danswerai', 'rasa', 'pattern', 'superset', 'bokeh', 'Auto_ViML', 'fastapi', 'spammy', 'ray', 'PySyft', 'pytensor', 'pytorch', 'gradio', 'streamlit', 'transformers', 'DIGITS', 'AutoViz']"
85,16,MemberOf,view,1003,Weaknesses for Simplified Mapping of Published Vulnerabilities,34,20,"['lightly', 'ViZDoom', 'numpy', 'feast', 'langflow', 'mlflow', 'open-webui', 'retro', 'mindsdb', 'pydantic', 'nalp', 'danswerai', 'rasa', 'pattern', 'superset', 'bokeh', 'Auto_ViML', 'fastapi', 'spammy', 'ray', 'PySyft', 'pytensor', 'pytorch', 'gradio', 'streamlit', 'transformers', 'DIGITS', 'AutoViz']"
86,17,ParentOf,variant,129,Improper Validation of Array Index,34,20,"['lightly', 'ViZDoom', 'numpy', 'feast', 'langflow', 'mlflow', 'open-webui', 'retro', 'mindsdb', 'pydantic', 'nalp', 'danswerai', 'rasa', 'pattern', 'superset', 'bokeh', 'Auto_ViML', 'fastapi', 'spammy', 'ray', 'PySyft', 'pytensor', 'pytorch', 'gradio', 'streamlit', 'transformers', 'DIGITS', 'AutoViz']"
87,18,ParentOf,base,1284,Improper Validation of Specified Quantity in Input,34,20,"['lightly', 'ViZDoom', 'numpy', 'feast', 'langflow', 'mlflow', 'open-webui', 'retro', 'mindsdb', 'pydantic', 'nalp', 'danswerai', 'rasa', 'pattern', 'superset', 'bokeh', 'Auto_ViML', 'fastapi', 'spammy', 'ray', 'PySyft', 'pytensor', 'pytorch', 'gradio', 'streamlit', 'transformers', 'DIGITS', 'AutoViz']"
88,19,MemberOf,category,1019,Validate Inputs,34,20,"['lightly', 'ViZDoom', 'numpy', 'feast', 'langflow', 'mlflow', 'open-webui', 'retro', 'mindsdb', 'pydantic', 'nalp', 'danswerai', 'rasa', 'pattern', 'superset', 'bokeh', 'Auto_ViML', 'fastapi', 'spammy', 'ray', 'PySyft', 'pytensor', 'pytorch', 'gradio', 'streamlit', 'transformers', 'DIGITS', 'AutoViz']"
89,20,ParentOf,base,15,External Control of System or Configuration Setting,34,20,"['lightly', 'ViZDoom', 'numpy', 'feast', 'langflow', 'mlflow', 'open-webui', 'retro', 'mindsdb', 'pydantic', 'nalp', 'danswerai', 'rasa', 'pattern', 'superset', 'bokeh', 'Auto_ViML', 'fastapi', 'spammy', 'ray', 'PySyft', 'pytensor', 'pytorch', 'gradio', 'streamlit', 'transformers', 'DIGITS', 'AutoViz']"
90,21,ParentOf,base,73,External Control of File Name or Path,34,20,"['lightly', 'ViZDoom', 'numpy', 'feast', 'langflow', 'mlflow', 'open-webui', 'retro', 'mindsdb', 'pydantic', 'nalp', 'danswerai', 'rasa', 'pattern', 'superset', 'bokeh', 'Auto_ViML', 'fastapi', 'spammy', 'ray', 'PySyft', 'pytensor', 'pytorch', 'gradio', 'streamlit', 'transformers', 'DIGITS', 'AutoViz']"
91,22,ParentOf,variant,102,Struts: Duplicate Validation Forms,34,20,"['lightly', 'ViZDoom', 'numpy', 'feast', 'langflow', 'mlflow', 'open-webui', 'retro', 'mindsdb', 'pydantic', 'nalp', 'danswerai', 'rasa', 'pattern', 'superset', 'bokeh', 'Auto_ViML', 'fastapi', 'spammy', 'ray', 'PySyft', 'pytensor', 'pytorch', 'gradio', 'streamlit', 'transformers', 'DIGITS', 'AutoViz']"
92,23,ParentOf,variant,103,Struts: Incomplete validate() Method Definition,34,20,"['lightly', 'ViZDoom', 'numpy', 'feast', 'langflow', 'mlflow', 'open-webui', 'retro', 'mindsdb', 'pydantic', 'nalp', 'danswerai', 'rasa', 'pattern', 'superset', 'bokeh', 'Auto_ViML', 'fastapi', 'spammy', 'ray', 'PySyft', 'pytensor', 'pytorch', 'gradio', 'streamlit', 'transformers', 'DIGITS', 'AutoViz']"
93,24,ParentOf,variant,104,Struts: Form Bean Does Not Extend Validation Class,34,20,"['lightly', 'ViZDoom', 'numpy', 'feast', 'langflow', 'mlflow', 'open-webui', 'retro', 'mindsdb', 'pydantic', 'nalp', 'danswerai', 'rasa', 'pattern', 'superset', 'bokeh', 'Auto_ViML', 'fastapi', 'spammy', 'ray', 'PySyft', 'pytensor', 'pytorch', 'gradio', 'streamlit', 'transformers', 'DIGITS', 'AutoViz']"
94,25,ParentOf,variant,105,Struts: Form Field Without Validator,34,20,"['lightly', 'ViZDoom', 'numpy', 'feast', 'langflow', 'mlflow', 'open-webui', 'retro', 'mindsdb', 'pydantic', 'nalp', 'danswerai', 'rasa', 'pattern', 'superset', 'bokeh', 'Auto_ViML', 'fastapi', 'spammy', 'ray', 'PySyft', 'pytensor', 'pytorch', 'gradio', 'streamlit', 'transformers', 'DIGITS', 'AutoViz']"
95,26,ParentOf,variant,106,Struts: Plug-in Framework not in Use,34,20,"['lightly', 'ViZDoom', 'numpy', 'feast', 'langflow', 'mlflow', 'open-webui', 'retro', 'mindsdb', 'pydantic', 'nalp', 'danswerai', 'rasa', 'pattern', 'superset', 'bokeh', 'Auto_ViML', 'fastapi', 'spammy', 'ray', 'PySyft', 'pytensor', 'pytorch', 'gradio', 'streamlit', 'transformers', 'DIGITS', 'AutoViz']"
96,27,ParentOf,variant,107,Struts: Unused Validation Form,34,20,"['lightly', 'ViZDoom', 'numpy', 'feast', 'langflow', 'mlflow', 'open-webui', 'retro', 'mindsdb', 'pydantic', 'nalp', 'danswerai', 'rasa', 'pattern', 'superset', 'bokeh', 'Auto_ViML', 'fastapi', 'spammy', 'ray', 'PySyft', 'pytensor', 'pytorch', 'gradio', 'streamlit', 'transformers', 'DIGITS', 'AutoViz']"
97,28,ParentOf,variant,108,Struts: Unvalidated Action Form,34,20,"['lightly', 'ViZDoom', 'numpy', 'feast', 'langflow', 'mlflow', 'open-webui', 'retro', 'mindsdb', 'pydantic', 'nalp', 'danswerai', 'rasa', 'pattern', 'superset', 'bokeh', 'Auto_ViML', 'fastapi', 'spammy', 'ray', 'PySyft', 'pytensor', 'pytorch', 'gradio', 'streamlit', 'transformers', 'DIGITS', 'AutoViz']"
98,29,ParentOf,variant,109,Struts: Validator Turned Off,34,20,"['lightly', 'ViZDoom', 'numpy', 'feast', 'langflow', 'mlflow', 'open-webui', 'retro', 'mindsdb', 'pydantic', 'nalp', 'danswerai', 'rasa', 'pattern', 'superset', 'bokeh', 'Auto_ViML', 'fastapi', 'spammy', 'ray', 'PySyft', 'pytensor', 'pytorch', 'gradio', 'streamlit', 'transformers', 'DIGITS', 'AutoViz']"
99,30,ParentOf,variant,110,Struts: Validator Without Form Field,34,20,"['lightly', 'ViZDoom', 'numpy', 'feast', 'langflow', 'mlflow', 'open-webui', 'retro', 'mindsdb', 'pydantic', 'nalp', 'danswerai', 'rasa', 'pattern', 'superset', 'bokeh', 'Auto_ViML', 'fastapi', 'spammy', 'ray', 'PySyft', 'pytensor', 'pytorch', 'gradio', 'streamlit', 'transformers', 'DIGITS', 'AutoViz']"
100,31,ParentOf,variant,111,Direct Use of Unsafe JNI,34,20,"['lightly', 'ViZDoom', 'numpy', 'feast', 'langflow', 'mlflow', 'open-webui', 'retro', 'mindsdb', 'pydantic', 'nalp', 'danswerai', 'rasa', 'pattern', 'superset', 'bokeh', 'Auto_ViML', 'fastapi', 'spammy', 'ray', 'PySyft', 'pytensor', 'pytorch', 'gradio', 'streamlit', 'transformers', 'DIGITS', 'AutoViz']"
101,32,ParentOf,base,112,Missing XML Validation,34,20,"['lightly', 'ViZDoom', 'numpy', 'feast', 'langflow', 'mlflow', 'open-webui', 'retro', 'mindsdb', 'pydantic', 'nalp', 'danswerai', 'rasa', 'pattern', 'superset', 'bokeh', 'Auto_ViML', 'fastapi', 'spammy', 'ray', 'PySyft', 'pytensor', 'pytorch', 'gradio', 'streamlit', 'transformers', 'DIGITS', 'AutoViz']"
102,33,ParentOf,variant,113,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Request/Response Splitting'),34,20,"['lightly', 'ViZDoom', 'numpy', 'feast', 'langflow', 'mlflow', 'open-webui', 'retro', 'mindsdb', 'pydantic', 'nalp', 'danswerai', 'rasa', 'pattern', 'superset', 'bokeh', 'Auto_ViML', 'fastapi', 'spammy', 'ray', 'PySyft', 'pytensor', 'pytorch', 'gradio', 'streamlit', 'transformers', 'DIGITS', 'AutoViz']"
103,34,ParentOf,class,114,Process Control,34,20,"['lightly', 'ViZDoom', 'numpy', 'feast', 'langflow', 'mlflow', 'open-webui', 'retro', 'mindsdb', 'pydantic', 'nalp', 'danswerai', 'rasa', 'pattern', 'superset', 'bokeh', 'Auto_ViML', 'fastapi', 'spammy', 'ray', 'PySyft', 'pytensor', 'pytorch', 'gradio', 'streamlit', 'transformers', 'DIGITS', 'AutoViz']"
104,35,ParentOf,base,117,Improper Output Neutralization for Logs,34,20,"['lightly', 'ViZDoom', 'numpy', 'feast', 'langflow', 'mlflow', 'open-webui', 'retro', 'mindsdb', 'pydantic', 'nalp', 'danswerai', 'rasa', 'pattern', 'superset', 'bokeh', 'Auto_ViML', 'fastapi', 'spammy', 'ray', 'PySyft', 'pytensor', 'pytorch', 'gradio', 'streamlit', 'transformers', 'DIGITS', 'AutoViz']"
105,36,ParentOf,class,119,Improper Restriction of Operations within the Bounds of a Memory Buffer,34,20,"['lightly', 'ViZDoom', 'numpy', 'feast', 'langflow', 'mlflow', 'open-webui', 'retro', 'mindsdb', 'pydantic', 'nalp', 'danswerai', 'rasa', 'pattern', 'superset', 'bokeh', 'Auto_ViML', 'fastapi', 'spammy', 'ray', 'PySyft', 'pytensor', 'pytorch', 'gradio', 'streamlit', 'transformers', 'DIGITS', 'AutoViz']"
106,37,ParentOf,base,120,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),34,20,"['lightly', 'ViZDoom', 'numpy', 'feast', 'langflow', 'mlflow', 'open-webui', 'retro', 'mindsdb', 'pydantic', 'nalp', 'danswerai', 'rasa', 'pattern', 'superset', 'bokeh', 'Auto_ViML', 'fastapi', 'spammy', 'ray', 'PySyft', 'pytensor', 'pytorch', 'gradio', 'streamlit', 'transformers', 'DIGITS', 'AutoViz']"
107,38,ParentOf,base,134,Use of Externally-Controlled Format String,34,20,"['lightly', 'ViZDoom', 'numpy', 'feast', 'langflow', 'mlflow', 'open-webui', 'retro', 'mindsdb', 'pydantic', 'nalp', 'danswerai', 'rasa', 'pattern', 'superset', 'bokeh', 'Auto_ViML', 'fastapi', 'spammy', 'ray', 'PySyft', 'pytensor', 'pytorch', 'gradio', 'streamlit', 'transformers', 'DIGITS', 'AutoViz']"
108,39,ParentOf,base,170,Improper Null Termination,34,20,"['lightly', 'ViZDoom', 'numpy', 'feast', 'langflow', 'mlflow', 'open-webui', 'retro', 'mindsdb', 'pydantic', 'nalp', 'danswerai', 'rasa', 'pattern', 'superset', 'bokeh', 'Auto_ViML', 'fastapi', 'spammy', 'ray', 'PySyft', 'pytensor', 'pytorch', 'gradio', 'streamlit', 'transformers', 'DIGITS', 'AutoViz']"
109,40,ParentOf,base,190,Integer Overflow or Wraparound,34,20,"['lightly', 'ViZDoom', 'numpy', 'feast', 'langflow', 'mlflow', 'open-webui', 'retro', 'mindsdb', 'pydantic', 'nalp', 'danswerai', 'rasa', 'pattern', 'superset', 'bokeh', 'Auto_ViML', 'fastapi', 'spammy', 'ray', 'PySyft', 'pytensor', 'pytorch', 'gradio', 'streamlit', 'transformers', 'DIGITS', 'AutoViz']"
110,41,ParentOf,base,466,Return of Pointer Value Outside of Expected Range,34,20,"['lightly', 'ViZDoom', 'numpy', 'feast', 'langflow', 'mlflow', 'open-webui', 'retro', 'mindsdb', 'pydantic', 'nalp', 'danswerai', 'rasa', 'pattern', 'superset', 'bokeh', 'Auto_ViML', 'fastapi', 'spammy', 'ray', 'PySyft', 'pytensor', 'pytorch', 'gradio', 'streamlit', 'transformers', 'DIGITS', 'AutoViz']"
111,42,ParentOf,base,470,Use of Externally-Controlled Input to Select Classes or Code ('Unsafe Reflection'),34,20,"['lightly', 'ViZDoom', 'numpy', 'feast', 'langflow', 'mlflow', 'open-webui', 'retro', 'mindsdb', 'pydantic', 'nalp', 'danswerai', 'rasa', 'pattern', 'superset', 'bokeh', 'Auto_ViML', 'fastapi', 'spammy', 'ray', 'PySyft', 'pytensor', 'pytorch', 'gradio', 'streamlit', 'transformers', 'DIGITS', 'AutoViz']"
112,43,ParentOf,variant,785,Use of Path Manipulation Function without Maximum-sized Buffer,34,20,"['lightly', 'ViZDoom', 'numpy', 'feast', 'langflow', 'mlflow', 'open-webui', 'retro', 'mindsdb', 'pydantic', 'nalp', 'danswerai', 'rasa', 'pattern', 'superset', 'bokeh', 'Auto_ViML', 'fastapi', 'spammy', 'ray', 'PySyft', 'pytensor', 'pytorch', 'gradio', 'streamlit', 'transformers', 'DIGITS', 'AutoViz']"
113,44,MemberOf,view,635,Weaknesses Originally Used by NVD from 2008 to 2016,34,20,"['lightly', 'ViZDoom', 'numpy', 'feast', 'langflow', 'mlflow', 'open-webui', 'retro', 'mindsdb', 'pydantic', 'nalp', 'danswerai', 'rasa', 'pattern', 'superset', 'bokeh', 'Auto_ViML', 'fastapi', 'spammy', 'ray', 'PySyft', 'pytensor', 'pytorch', 'gradio', 'streamlit', 'transformers', 'DIGITS', 'AutoViz']"
114,45,MemberOf,category,722,OWASP Top Ten 2004 Category A1 - Unvalidated Input,34,20,"['lightly', 'ViZDoom', 'numpy', 'feast', 'langflow', 'mlflow', 'open-webui', 'retro', 'mindsdb', 'pydantic', 'nalp', 'danswerai', 'rasa', 'pattern', 'superset', 'bokeh', 'Auto_ViML', 'fastapi', 'spammy', 'ray', 'PySyft', 'pytensor', 'pytorch', 'gradio', 'streamlit', 'transformers', 'DIGITS', 'AutoViz']"
115,46,MemberOf,category,738,CERT C Secure Coding Standard (2008) Chapter 5 - Integers (INT),34,20,"['lightly', 'ViZDoom', 'numpy', 'feast', 'langflow', 'mlflow', 'open-webui', 'retro', 'mindsdb', 'pydantic', 'nalp', 'danswerai', 'rasa', 'pattern', 'superset', 'bokeh', 'Auto_ViML', 'fastapi', 'spammy', 'ray', 'PySyft', 'pytensor', 'pytorch', 'gradio', 'streamlit', 'transformers', 'DIGITS', 'AutoViz']"
116,47,MemberOf,category,742,CERT C Secure Coding Standard (2008) Chapter 9 - Memory Management (MEM),34,20,"['lightly', 'ViZDoom', 'numpy', 'feast', 'langflow', 'mlflow', 'open-webui', 'retro', 'mindsdb', 'pydantic', 'nalp', 'danswerai', 'rasa', 'pattern', 'superset', 'bokeh', 'Auto_ViML', 'fastapi', 'spammy', 'ray', 'PySyft', 'pytensor', 'pytorch', 'gradio', 'streamlit', 'transformers', 'DIGITS', 'AutoViz']"
